Colac-Otway,$190,48.7
Corangamite,$175,31.8
Glenelg,$165,38.8
Moyne,$215,32.8
Queenscliffe,$260,52.1
Southern Grampians,$220,36.7
Surf Coast,$285,47.9
Warrnambool,$240,38.7
