Buloke,$200,29.6
Campaspe,$185,34.6
Central Goldfields,$195,32.2
Gannawarra,$200,37.9
Greater Bendigo,$230,35.9
Loddon,$200,36.3
Macedon Ranges,$250,35.9
Mildura,$178,37.6
Mount Alexander,$250,39.9
Swan Hill,$195,28.5
