Alpine,$175,43.3
Benalla,$180,31.7
Greater Shepparton,$200,28.3
Indigo,$190,39.3
Mansfield,$220,44.7
Mitchell,$225,32.1
Moira,$183,36.1
Murrindindi,$190,44.4
Strathbogie,$190,39.8
Towong,$190,32.2
Wangaratta,$175,35.2
Wodonga,$195,40.8
